001011#0001001#0011111,22,162
1000111#001111#10110101,23,151
001011#10001#1010001,20,189
011111#0110001#00100001,23,231
0111101#0011001#01010101,24,268
01111#0010101#0100111,21,268
1000001#00001#1000101,21,150
11111#11#010001,15,268
1111101#10011#0001111,21,221
01101#1111001#1010011,21,231
10111#011001#1100001,20,257
1100001#0001101#11011001,24,281
0000101#1100001#11001001,24,218
0010111#0011001#00000011,24,268
011011#011#001111,17,221
0011#01101#010001,17,159
1011#01#1111,12,265
0110001#0000001#01100001,24,281
1001101#1111011#00010011,24,207
01111#1001011#11100001,22,231
00101#1001001#1011101,21,249
0010101#11101#1101011,21,281
00011#101001#101111,19,175
0111111#01101#00101001,22,265
101#0#101,9,268
0111001#1100111#10000011,24,233
0101111#1101111#10101111,24,161
010001#11111#1000001,20,281
1101111#1010111#00001111,24,281
1010111#0101011#11111011,24,257
1000111#00111#10110001,22,217
01001#1001001#1101101,21,268
1001#111011#0000001,19,218
110101#1100011#01110001,23,281
111#111#0111,12,189
11111#0011001#1101011,21,281
001001#101011#1001101,21,231
111011#0011001#11000001,23,218
0001101#0000111#00010011,24,159
1001101#110001#0011111,22,217
001001#1001111#10111001,23,265
0111101#11#1000011,18,281
1101001#0000011#11010101,24,268
0001#010011#010111,18,268
0010001#01001#0110101,21,265
0101101#1111111#10011011,24,265
1010101#10101#0101011,21,221
101101#00010011#10101111,24,297
0010001#11111101#110000001,26,218
0011111#1111011#11010111,24,337
0111001#10000001#11110011,25,218
0111#010011#0000001,19,204
1111101#1011101#00111101,24,284
10111#011101#1101001,20,281
1101111#10000011#001111001,26,147
0110011#1011001#11001101,24,268
0100101#00011111#010100101,26,337
111011#11111111#011011001,25,265
0100001#11#1010001,18,268
011101#00011111#011001001,25,281
1110011#1100101#01011101,24,297
0111011#00100001#01001111,25,166
1111001#10110111#001111001,26,232
10011#0011111#10101001,22,337
1101#10001#00111,16,203
0100101#00101011#011001001,26,212
110101#01011001#10100011,24,337
0101#10101#11111,16,189
1001111#01001101#110101001,26,337
0000011#11000111#110000101,26,284
0000101#1011001#10111001,24,324
0101011#00111011#011000101,26,221
01#10110011#11110011,20,324
1001011#11111111#000101101,26,337
001101#00110111#000110001,25,264
1101111#00101011#111100101,26,232
000111#00010001#00000011,24,337
10101#00000111#10101111,23,265
110001#01001001#10101101,24,217
010011#11110011#100000001,25,205
0100001#11111011#100001001,26,265
0011001#1001#1010101,20,337
001111#11001011#111100001,25,232
1000101#01100001#11101011,25,284
11011#0100111#10110001,22,109
1111111#0111#10110001,21,69
0011011#00101001#000000001,26,218
010011#00001#0100001,20,284
100101#1000101#0101111,22,198
11101#10111001#00101101,23,264
001111#00101#0000101,20,265
100001#011111#1111101,21,273
0101101#1000101#11010101,24,337
100111#10110101#01100111,24,324
0100001#101111#1111111,22,281
011011#01#000111,16,268
1111111#10001#00001001,22,281
0001011#11011111#110001101,26,296
01000001#01011011#001110101,27,296
001001#00111001#00000011,24,337
11#01000111#10100111,20,297
01111001#00111101#010110101,27,334
010101#00100011#01110111,24,248
0010001#10001011#101010001,26,218
11101#111#01111,15,218
0110101#01000101#00011111,25,337
01011011#10101011#111101011,27,352
11#10100001#00010001,20,316
0111111#011001#00100101,23,337
001001#01#011001,16,296
1100001#00100011#111000001,26,334
00011101#0000011#000110001,26,352
010001#01001#001011,19,334
001111#01000111#011110001,25,280
1100111#01010101#101110001,26,284
10101001#1111001#00100111,25,265
01000101#01111#00000011,23,334
00100101#1#10100101,19,352
100101#01111001#11100011,24,352
0001001#0101101#01000101,24,352
10011#101011#0111001,20,352
0100001#00111011#011110001,26,280
00011#11111001#11101101,23,150
000001#0110011#01100001,23,334
1101111#01001#10110001,22,352
01100111#001101#010010001,25,284
0100011#01100101#000100001,26,265
11101#1011001#0010011,21,200
10110011#10010111#011011011,27,352
010001#100101#1101001,21,249
10111#0101011#11100001,22,337
101#00011101#10111101,21,218
1110011#11111011#011000101,26,337
001111#10011001#10101011,24,352
01000111#011001#000100001,25,273
0010011#01101#0101111,21,352
01010011#11110011#100110011,27,334
00111001#10011#10101101,23,296
011#0010001#0101001,19,296
01001101#10011111#110101011,27,337
1011111#01001101#111101001,26,139
0110101#0#0110101,17,352
01010101#01000101#001100101,27,334
00001011#00100101#001011101,27,284
00100101#01100001#010101001,27,352
0011011#11000111#111100101,26,284
0010111#0001101#00110011,24,316
01010011#00011001#010001101,27,296
01011111#1100111#101101101,26,414
11111001#00001111#111100011,27,337
00100011#11010111#111101011,27,414
0111101#100010011#111101111,27,355
1011#010010111#111110111,24,414
010011#111#100111,17,280
1111001#0110101#10100101,24,414
01000001#1000111#11001111,25,322
01011011#011101101#0001001001,29,212
01111#111011011#101010111,25,355
11001001#0111111#100010001,26,414
10011011#01001111#110100111,27,315
11110101#010100011#1001110001,29,414
0100101#10110001#11111011,25,334
101101#101011011#010001111,26,370
11111011#00011001#111011101,27,322
11110111#1001001#000111001,26,280
1010001#0110001#11010001,24,370
0001#0011101#0010011,20,399
1100011#110011111#0110101001,28,414
01101101#010001#00011011,24,370
11001001#00000101#110011001,27,414
0111001#000101011#011011111,27,414
01000001#101111111#1111111001,29,414
11101011#1011#00100111,22,355
00100111#1111001#110011001,26,352
1110011#011110001#101000011,27,284
0001#110000101#110100101,24,399
000111#001110011#001010111,26,355
110011#01111001#10001011,24,257
11101011#011111111#1010101101,29,232
11001#01100101#10011101,23,281
00111111#11100011#110000111,27,414
0011001#1101#1110101,20,324
11011#101001111#0000000001,26,414
000001#1110101#1110111,22,280
10111001#111000111#0010011001,29,352
10110011#100110011#0110011001,29,281
011101#00100001#01001101,24,352
01001#011110101#000011101,25,399
0101001#10001#1101101,21,355
110101#010101011#101010111,26,414
00110101#011011#01000111,24,264
0101111#010101011#0010010001,28,352
0110011#00101011#010111001,26,331
11011101#10100011#000000011,27,342
11101001#011000111#1011101001,29,399
11101001#110011001#010100111,28,337
0101101#00101#0111011,21,355
11010111#010000101#1011010001,29,352
00101111#111110001#1100100001,29,411
110001111#011101#1000100001,27,431
011100011#00001101#0111110001,29,352
111011101#110101011#0100010011,30,411
01101#110111#1000101,20,369
11111001#011110101#101111111,28,431
010100111#11100101#1000111001,29,352
101110001#00011111#1010100001,29,352
101101101#101101111#0101101011,30,391
1#110011001#001011001,21,331
01110111#111001001#1010100001,29,431
11001101#011010001#100100111,28,268
10100111#01011#11111111,23,431
011111011#011111111#0011110111,30,351
111011001#10101001#001100111,28,342
111110011#011011#101010111,26,352
100000101#10101011#0110100001,29,315
101110001#11101#001011001,25,431
0101011#111011101#100001111,27,337
1010011#110010101#000111011,27,316
101001011#010010101#1110111101,30,411
100111101#1010111#011101111,27,352
11000111#111111011#0100010101,29,431
11100001#0010111#11011111,25,334
000111111#100111101#1000111011,30,370
11001111#011001#100110001,25,351
011011011#010110101#0000100011,30,333
11011001#10011111#001010011,27,431
00011011#0000001#000110001,26,431
1010001#100111011#011111111,27,431
101000111#0101101#1111100001,28,411
101100101#010001111#1111010011,30,355
101011#000111111#1011010001,27,414
100011001#0110101#111000011,27,370
110000111#100110011#0011101011,30,370
10001#1000111#01000001,22,411
0101001#1101011#10101101,24,431
011101101#101111111#1101011011,30,322
00011#11000011#11011011,23,296
111110101#10000101#0000000001,29,414
10000111#110000011#0010011001,29,232
01110111#000101#011010001,25,431
111101#001110101#110100011,26,333
000101011#111111#111001111,26,342
101011111#00100111#1001101101,29,355
0000111#010010011#0100000001,28,351
000001011#011110001#0111110101,30,203
111100011#011000101#1010101101,30,280
111001101#101001111#0011001011,30,273
00001101#001110011#0011001001,29,414
010111#1110111011#1000110111,28,419
0110101#01001#0001011,21,434
010111011#10001011#1101000101,29,265
101110111#011011001#1100100011,30,334
1010001#0101110011#1111111011,29,434
010111011#10011#110010111,25,431
1011001#0100110001#1111111001,29,411
000111101#0010111001#0011011111,31,499
11111111#0000001101#1111110111,30,411
01111111#0000101111#01110011001,31,431
100111111#1000110111#01010101101,32,431
011001#11100001#10110101,24,284
100010011#1100100101#00100100001,32,431
100100011#01011011#1100011001,29,499
111111011#11111#011110111,25,482
010110011#0100100101#00110100001,32,315
110101111#0101100111#10100001101,32,431
0110101#0110001001#0011100101,29,454
10001111#011110011#1111000101,29,370
110000101#101000001#0001001001,30,414
101011#101111001#010011101,26,434
00010101#1010110101#1011101011,30,352
10001#0010111#10100001,22,482
000011111#1110000001#1110111111,31,467
000000111#100000101#1000000011,30,482
10011111#1001011#010001101,26,443
100001001#1111010101#0000101111,31,482
011011#1100111#10010101,23,482
100010001#0100001001#1100101011,31,406
00000101#0000000001#0000010101,30,499
011100011#0010110001#0100001111,31,337
101011101#1110101011#00110011001,32,352
10110101#0011000001#1001110101,30,431
001010101#0001011011#00111101001,32,482
101#0100001111#1110001111,25,414
000011#00011011#000100001,25,451
011110001#100001101#1111111001,30,264
00100101#000111001#001110111,28,431
000011#0110011#01101001,23,499
10111101#1000100111#01110010001,31,499
110111#0101001#10100001,23,499
100011101#1010000101#0110111111,31,451
001100001#110001111#1111011101,30,355
01011011#0001110111#01001001001,31,355
101111011#0101001#1110000001,28,395
101111#001001101#100001011,26,482
101101011#011010101#1100000011,30,499
001110011#10011001#1010110001,29,451
01000111#0011010101#0111000111,30,351
101010011#011101111#1100000111,30,518
111110101#011000101#1010010101,30,431
011111011#1000111#1111010001,28,451
1000111111#101100101#01111100101,32,518
0100111#000100101#010111011,27,451
0110001001#010100001#0000101011,31,390
0110100011#110001#1001110011,28,406
1101101001#000000011#1101101111,31,355
0101001001#10000001#1101001101,30,518
1011001001#1010101011#01000101101,33,434
111110001#110110101#0101111001,30,333
100010011#000011#100000111,26,450
0111110101#0001001101#01100001101,33,450
000100001#01010001#010010011,28,369
1010011111#01111011#11000011001,31,331
000110111#1011101011#10101100101,32,419
0111011001#0000111#0111101101,29,496
0000010001#0011000011#00110100101,33,431
1110111001#0010001011#11011101101,33,518
000011011#11001#110000111,25,431
1101001001#0001001#1100100101,29,496
0110001011#111111101#10100011001,32,518
11001101#0011011101#1111100111,30,518
1000111111#10100011#01101101001,31,451
11001111#111101011#0100010101,29,434
101110111#1100100101#00001110001,32,518
001010011#1011011011#10000000101,32,411
011011001#01011111#0000110001,29,496
110111111#0110011101#10000111001,32,411
0000111011#1011101#1011001111,29,334
0011111101#0100111#0111011011,29,395
1110111111#0101001111#10000011111,33,431
0110000111#001101#0100110111,28,337
0101011001#110101111#10101010001,32,322
0111101111#1010111101#11001011011,33,419
1101100001#0101011#1010000101,29,334
01#01#001,9,518
1110001111#00011#1111101111,27,370
1010101111#0111110111#11001001111,33,518
0100010001#0100010101#00100011001,33,450
1110111011#01010011#10000010001,31,431
1001001111#111011111#00000011101,32,352
1000101011#0010101001#10100101101,33,406
1001001001#1001011011#01001101101,33,496
1010011101#0100101111#11101101011,33,434
011110101#1001000011#11100110001,32,431
1111011101#1010011011#00101010011,33,410
01111101#1000111011#11110100001,31,518
01010101#11110101#100110101,27,431
00010111#0110101101#0111110111,30,331
0010000011#001111001#00000010001,32,518
101011011#111010001#0011001101,30,518
01110001#11100111111#101011100001,33,592
11100011#01000000101#10010011101,32,489
0000101111#1001111#10010010001,30,430
0001100111#00110111011#001000010101,35,521
0000101#11100011001#11101000101,31,434
0000101111#1001001#10011000001,30,431
010100101#00001000001#01011010101,33,592
1101001#01111000011#10010110011,31,334
0001001011#10101110111#101111010101,35,451
1111110101#10001011001#00001001111,34,540
0101100111#011011101#00001000101,32,540
1100100101#11011000001#01110101011,34,518
10111111#00111011011#10011011111,32,518
0101110101#11111011101#100110010001,35,489
0110100101#10011110101#111100000001,35,518
0110001#011001101#001101011,27,369
111101101#0001101#111000111,27,465
0101001001#01010111001#00101100111,34,431
011001001#0111101001#0010000111,31,431
001011#11000011111#11101111111,30,518
101101011#10100010111#010011110001,34,556
10111011#1100010101#0000000111,30,496
1010101011#00001111011#101000100101,35,521
1101001001#000100001#1100101011,31,521
0111000001#11001100111#100000101001,35,592
0010100001#10101111111#100100000101,35,496
1000110111#0010010101#10101010011,33,518
1101001001#1010100011#00000110101,33,518
111100001#00011110101#11100001011,33,540
10101001#11011000101#00001101101,32,406
100000001#10110111101#01110111011,33,496
000010001#0001101011#00010110001,32,540
1101100111#0110011001#10000000011,33,592
1100010011#111011101#01011001001,32,592
01011101#0100001111#00111110001,31,521
1111#00010010101#11101010101,28,499
1001110101#00101011011#101100011001,35,592
0001010111#1101010011#11001011011,33,592
11001011#0011101101#1111010111,30,451
100001#1100001111#0010011111,28,592
1000111001#11011111111#001101100101,35,521
0100000101#10000100111#110001011001,35,395
000101011#01100011001#01110110011,33,540
01101#00010001#01111001,23,592
001110111#00111000001#00011111101,33,592
01011#00000011101#01011011101,29,573
0101001#11001#1011101,21,379
0111111111#00011100111#011011001101,35,496
10010001111#111101001#000111010001,34,613
11000101011#0100111#10101000111,31,495
00101111011#110011111#111001110001,34,504
01001011111#110000111#101010011001,34,613
1110111111#1000010011#00011000111,33,613
011000101#01001011101#00011000111,33,430
011000001#1010101#110110101,27,589
00111111011#1100011111#111110110101,35,517
10101100001#00011101001#101101110001,36,589
100000101#11011011111#001110001001,34,613
1011000011#11001101111#000000110101,35,518
011111#10111111001#11011100101,30,613
01101111#11101010111#101100100001,33,518
00101100111#1110100101#110100111001,35,613
00011010011#10100010101#101110011101,36,613
01011001011#11010001101#101001000011,36,613
11000100011#0100011#10100001011,31,473
1010110111#1000000001#01101101101,33,573
10000111011#1001111#01011010111,31,539
01110011101#0111011101#001111010001,35,521
10001000011#11110111001#000000001101,36,489
01111111111#00001010001#011100100011,36,355
11101011111#1101111011#010010101101,35,589
100101011#0000010101#10010010001,32,517
01111101101#10101011111#110010011011,36,613
01101111#00110011001#01000011101,32,613
001110111#00101111101#00001011111,33,518
10111100111#000000111#101111110001,34,592
01011111#0000001011#01011100001,31,589
0111111101#01111100111#001111000101,35,419
0110001101#11110000111#101010111001,35,517
00101011111#00101111001#000100110011,36,613
